従業員番号,苗字,名前,日付,勤怠区分,勤務パターン,開始時刻,終了時刻,休憩開始時刻1,休憩終了時刻1,休憩開始時刻2,休憩終了時刻2,休憩開始時刻3,休憩終了時刻3
503,村上,理奈,2026/04/21,平日,,,,,,,,,
503,村上,理奈,2026/04/22,平日,,,,,,,,,
503,村上,理奈,2026/04/23,平日,,,,,,,,,
503,村上,理奈,2026/04/24,平日,,,,,,,,,
503,村上,理奈,2026/04/25,平日,,13:00,17:00,,,,,,
503,村上,理奈,2026/04/26,平日,,14:00,17:00,,,,,,
503,村上,理奈,2026/04/27,平日,,,,,,,,,
503,村上,理奈,2026/04/28,平日,,,,,,,,,
503,村上,理奈,2026/04/29,平日,,,,,,,,,
503,村上,理奈,2026/04/30,平日,,,,,,,,,
